key,title,年,月,月開始日,月終了日,期間増加PV,期間増加スキ,累計PV,PVランク,スキランク,集計日
n0c975488dac3,顔だけのリファレンスシートを作る｜実写→イラスト｜イラスト→実写｜AI活用｜創作｜,2026,2026-04,2026-04-01,2026-04-20,374,19,374,17,26,2026-04-20
ndab2c65784a4,ちょっとやらかした。昨日V1を出したのに、もうV5ができた話｜AI活用｜生成AI｜試行錯誤｜,2026,2026-04,2026-04-01,2026-04-20,369,62,369,18,13,2026-04-20
n658b04d856df,AI検索に最適化しようとしたら、自分の関西弁が戦犯やった｜AI活用｜生成AI｜書き方｜,2026,2026-04,2026-04-01,2026-04-20,345,48,345,19,15,2026-04-20
n4d3268312eea,300本以上書いて、自分のnoteを一番わかってなかったのはワイやった｜AI活用｜note運営｜データ分析｜自己紹介｜,2026,2026-04,2026-04-01,2026-04-20,334,65,334,20,12,2026-04-20
nc466c22ba3b6,noteの週次・月次データを自動集計する方法｜振り返り運営｜Python｜,2026,2026-04,2026-04-01,2026-04-20,310,21,310,21,25,2026-04-20
n37807f8f8758,未完でも使える。漫画の演出理論をAIにやらせるV4構想｜AI漫画｜ネーム｜やってみた｜,2026,2026-04,2026-04-01,2026-04-20,284,29,284,22,21,2026-04-20
n8648cb5147d7,604人に支えられて見えた、4月後半のランキングの熱量｜note運用｜note企画｜スキランキング｜,2026,2026-04,2026-04-01,2026-04-20,277,33,277,23,20,2026-04-20
nb7e806e80e6f,AIに任せるか、自分で割るか。漫画ネームの2つのルート｜AI漫画｜ネーム｜AI活用｜生成AI｜,2026,2026-04,2026-04-01,2026-04-20,256,28,256,24,22,2026-04-20
n769e79b493eb,テスト記事,2026,2026-04,2026-04-01,2026-04-20,254,8,254,25,29,2026-04-20
n261ef05441fc,V2とV3、ひとつにまとめた。KITAcore Name Generator v5｜AI漫画｜ネーム｜AI活用｜生成AI｜,2026,2026-04,2026-04-01,2026-04-20,206,24,206,26,23,2026-04-20
nd946a5f905a2,KITAcoreのAI×思考ログへようこそ — プロンプト設計、アート、そして人生のログプレイ,2026,2026-04,2026-04-01,2026-04-20,168,38,1373,27,18,2026-04-20
nc6a83f270ae6,【無料公開】Nano Banana Pro キャラクターシート生成プロンプト集,2026,2026-04,2026-04-01,2026-04-20,165,6,1090,28,31,2026-04-20
nca814dd2d8da,昔のサムネを見返したら、下手さより“その時の熱”が残ってた話｜Gemini｜デザイン｜note運用｜最近の学び｜,2026,2026-04,2026-04-01,2026-04-20,141,22,436,29,24,2026-04-20
n53ddb87df48b,コピペでイチコロ。「アップスケールなめててごめん」イラストを実写化するプロンプト全公開,2026,2026-04,2026-04-01,2026-04-20,117,0,823,30,171,2026-04-20
n097e5b798056,プロンプト教、構造派に入信した話｜AI活用|生成AI|ChatGPT|note運用|最近の学び|,2026,2026-04,2026-04-01,2026-04-20,94,5,604,31,35,2026-04-20
n523dbbb83efb,やさしい顔の裏に、設計図がおった話｜創作｜AI活用｜生成AI｜画像生成AI｜,2026,2026-04,2026-04-01,2026-04-20,86,18,571,32,27,2026-04-20
n8267f9389393,月曜に見かけるあの存在を、勝手に推すことにした｜非公認クラブ｜Monday｜ダルメイ｜,2026,2026-04,2026-04-01,2026-04-20,86,6,833,32,31,2026-04-20
n51c3a89314e6,プレゼン作成の「苦行」、終わらせよ。社内AI × VS Code × Marpで“爆速パワポ”を作る,2026,2026-04,2026-04-01,2026-04-20,78,2,513,34,47,2026-04-20
n165fc3619e8a,『宇宙珍獣ユル勇者あかね』祭りに乗ったら、創作が暴走した｜AIイラスト｜AIアート｜,2026,2026-04,2026-04-01,2026-04-20,73,8,704,35,29,2026-04-20
n2f90b0f875ae,備忘録｜発行済み｜ 会員証｜ダルメイ｜,2026,2026-04,2026-04-01,2026-04-20,72,6,741,36,31,2026-04-20
n07197895a3e9,「群衆で構成された巨大な○○」をもっと自由に作る｜動物・神話生物・シンボル編｜Midjourney｜構造化｜プロンプト|,2026,2026-04,2026-04-01,2026-04-20,59,3,674,37,39,2026-04-20
n1130818619a2,関東の鉄道株9社をぜんぶ比較してみた｜優待×配当×増配でどれがお得？,2026,2026-04,2026-04-01,2026-04-20,56,1,251,38,84,2026-04-20
n33a65d1f4b95,「奇跡の1枚」はいらない。再現できる異常性がほしい｜AIアート｜生成AI｜プロンプト｜,2026,2026-04,2026-04-01,2026-04-20,55,2,456,39,47,2026-04-20
n431998ad8a2f,AIを「予約」する時代が来た！？GeminiのScheduled Actions攻略,2026,2026-04,2026-04-01,2026-04-20,51,0,570,40,171,2026-04-20
ne2bb6d38c4e3,Noteの閲覧数・スキ数を自動で収集する方法｜GitHub｜クリエイター支援｜データ分析｜Note運営｜,2026,2026-04,2026-04-01,2026-04-20,48,2,570,41,47,2026-04-20
n214601fceec8,自己紹介を1枚図解にする「YAMLプロンプト」入門｜Gemini×画像生成AIで5分完成,2026,2026-04,2026-04-01,2026-04-20,47,1,504,42,84,2026-04-20
n7b682c6fa0fd,他人のキャラを自分の世界に混ぜるのはアリか？を遊びながら試した話｜創作｜AI活用｜生成AI｜画像生成AI｜,2026,2026-04,2026-04-01,2026-04-20,47,4,655,42,36,2026-04-20
n0f919ece03f2,【自己紹介】データ×生成AIで遊ぶログプレイヤー｜note運営｜プロンプト設計｜はじめてのnote｜自己紹介,2026,2026-04,2026-04-01,2026-04-20,43,3,612,44,39,2026-04-20
na174a3a630f3,5名予定がXX名に。KITAcore召喚企画を5名＋αで続行します｜note｜創作｜AI活用｜生成AI｜,2026,2026-04,2026-04-01,2026-04-20,42,3,587,45,39,2026-04-20
n3df7eb2c83f6,【プロンプト付き】やりたい顔を“書けば作れる”ようになった。──まだ“シミ完全除去チャレンジ”は未達（笑）『顔ベース』専用プロンプト構造を公開！,2026,2026-04,2026-04-01,2026-04-20,41,3,417,46,39,2026-04-20
nace51bade3c8,軽いノリで始めた会員証が、気づけば祭りになっていた話｜note運用｜記事｜つながり｜デザイン｜創作｜,2026,2026-04,2026-04-01,2026-04-20,40,2,559,47,47,2026-04-20
n07d869d6422e,アレニウスモデルについてまとめてみる｜故障モードと活性化エネルギーの読み解き方,2026,2026-04,2026-04-01,2026-04-20,39,0,835,48,171,2026-04-20
n07718b48b033,愛を数値化したら、ちょっと怖くてめちゃくちゃ面白かった｜note運用｜フォロワー｜つながり｜コラム｜,2026,2026-04,2026-04-01,2026-04-20,38,3,687,49,39,2026-04-20
n30ce9211450c,生成AI歌詞翻訳プロンプト,2026,2026-04,2026-04-01,2026-04-20,38,2,124,49,47,2026-04-20
n334ef1190d54,コラボ企画｜過去作を再利用してクリエイターを召喚する企画｜コラボ創作の新しい形｜画像生成AI｜創作｜実験｜note運用｜,2026,2026-04,2026-04-01,2026-04-20,34,2,560,51,47,2026-04-20
n9605484b22ec,何を作ったのかを“雰囲気ごと”受け取る最近の学び｜試行錯誤｜日記｜エッセイ｜capcut｜,2026,2026-04,2026-04-01,2026-04-20,34,1,480,51,84,2026-04-20
nb8e8de0aabb8,表紙の一枚から写真集をつくれるのか。｜AIアート｜画像生成｜クリエイティブ｜,2026,2026-04,2026-04-01,2026-04-20,33,4,589,53,36,2026-04-20
n825cd2765f6a,FUJI式YAMLに触発されて作った「インフォグラフィック設計プロンプト」,2026,2026-04,2026-04-01,2026-04-20,32,0,718,54,171,2026-04-20
ne41b5368282d,"「初速は効く」はほんまに頑健なんか？ 4,166本で見直した話|Note運営|データ分析|",2026,2026-04,2026-04-01,2026-04-20,31,0,361,55,171,2026-04-20
ne42952207820,note運営を“感覚”から“見える化”へ｜GitHub Pagesでダッシュボードを作る｜データ分析｜,2026,2026-04,2026-04-01,2026-04-20,30,1,617,56,84,2026-04-20
n857e1f752c2e,「肩見せて、誘惑しないと」と言われたので、ワイも本気を出してみた。,2026,2026-04,2026-04-01,2026-04-20,29,1,645,57,84,2026-04-20
n49581ca64d63,検証不足の過去記事を見直して気づいた、プロンプト設計の変化|AI活用｜生成AI｜ChatGPT｜Gemini｜,2026,2026-04,2026-04-01,2026-04-20,28,0,523,58,171,2026-04-20
n56cb68c44f3e,【Gemini×スプシ】「読めた」は大嘘？“読めてる風”事故を防ぐ『URL直貼り』の儀式,2026,2026-04,2026-04-01,2026-04-20,25,1,276,59,84,2026-04-20
n7f472192316e,noteダッシュボードを“分析画面”から“ハブ”に作り直した話｜note運営｜ダッシュボード｜データ分析｜UXデザイン｜,2026,2026-04,2026-04-01,2026-04-20,24,2,464,60,47,2026-04-20
n5f594f849c4b,noteの「初速スキ」とバズはほんまに関係あるんか？|Note運営|データ分析|,2026,2026-04,2026-04-01,2026-04-20,23,2,428,61,47,2026-04-20
n155066063025,ワイが裏で仕掛けてたnote実験、まとめて白状しとく。,2026,2026-04,2026-04-01,2026-04-20,20,6,498,62,31,2026-04-20
n3ab972786aa0,Note非公式APIでできることを整理してみた,2026,2026-04,2026-04-01,2026-04-20,20,0,515,62,171,2026-04-20
n7c0ac8c69fcb,会員証のついでに、FC動画まで作ってもうた話｜ファンクラブ｜ダルメイ｜AI動画｜,2026,2026-04,2026-04-01,2026-04-20,20,0,527,62,171,2026-04-20
naece6ec6f759,自己紹介シートを作ろうぜ（インフォグラフィック一生成テンプレ）,2026,2026-04,2026-04-01,2026-04-20,19,0,437,65,171,2026-04-20
na3689fa63d00,CONGRATULATIONS出たので全力で喜ぶ,2026,2026-04,2026-04-01,2026-04-20,18,1,353,66,84,2026-04-20
na3b1cce5678c,「Excel卒業！Pythonでデータ分析の冒険を始めよう」〜初心者向けマガジン紹介,2026,2026-04,2026-04-01,2026-04-20,18,1,449,66,84,2026-04-20
ncc237b121648,プロンプトは「TEXT / YAML / JSON」どれがええねん。,2026,2026-04,2026-04-01,2026-04-20,18,0,461,66,171,2026-04-20
n0cd6640704fd,noteダッシュボードを“見る画面”から“眺めたくなる画面”にしてみた｜note運営｜データ分析｜,2026,2026-04,2026-04-01,2026-04-20,17,1,474,69,84,2026-04-20
n3df2abbd3e90,ChatGPT、ついに“制限解除”──AIが笑って返す時代の幕開け！？,2026,2026-04,2026-04-01,2026-04-20,17,1,1411,69,84,2026-04-20
n8da8091b30f1,読まれ方でViewは変わるのか。314文字と383文字で実験してみた結果｜note運営｜記事｜,2026,2026-04,2026-04-01,2026-04-20,17,0,392,69,171,2026-04-20
n8894a18d51c1,保有株の損益、もう手計算しない｜Googleスプレッドシート＋Pythonで自動可視化する方法,2026,2026-04,2026-04-01,2026-04-20,16,1,141,72,84,2026-04-20
nb392a506a3e1,【コピペ可】ダブルエクスポージャーの作り方：混ぜない、重ねる,2026,2026-04,2026-04-01,2026-04-20,16,0,455,72,171,2026-04-20
nfe531191f233,「ハッシュタグ」はデータで選べ。フォロワー外に届けるための“新・タグ設計術”,2026,2026-04,2026-04-01,2026-04-20,16,1,557,72,84,2026-04-20
n12201dd9b5ff,【NanoBanana 構造化設計】画像生成を「運」から「論理」へ変える、メタプロンプト・エンジンの全貌,2026,2026-04,2026-04-01,2026-04-20,15,1,744,75,84,2026-04-20
n1d32162cd219,【ロジック解説】データ構造から逆算したnoteタグ戦略の深淵,2026,2026-04,2026-04-01,2026-04-20,15,2,329,75,47,2026-04-20
n6293052c90d8,noteのViewが伸びる『仕組み』を33記事のログで検証｜フォロワー数は打ち上げ台｜飛距離は記事の設計次第｜,2026,2026-04,2026-04-01,2026-04-20,15,2,468,75,47,2026-04-20
n8a465fd66c5f,投資家って何者なん？を理解するとIRが、ちょっと面白くなる ｜株式投資｜IR｜,2026,2026-04,2026-04-01,2026-04-20,15,2,435,75,47,2026-04-20
nae95b4013622,AIアート｜コラボ｜覗いたら終わる。マーコ展示録（火野枝馬子）,2026,2026-04,2026-04-01,2026-04-20,15,2,558,75,47,2026-04-20
n066fb6464129,「手書き・Excel管理はもう不要！」Google Colabで実現する究極の配当金自動管理ダッシュボード【Python】,2026,2026-04,2026-04-01,2026-04-20,14,0,448,80,171,2026-04-20
nb53ceb8d62c9,【Nano Banana Pro ポートレート 無料版】ポートレートを量産するプロンプト設計ノート,2026,2026-04,2026-04-01,2026-04-20,14,1,403,80,84,2026-04-20
ne8e48c3dabcb,【日光浴】Apple Watchで“光を可視化”してみた！,2026,2026-04,2026-04-01,2026-04-20,14,2,144,80,47,2026-04-20
nf08466dc09bb,"50,000view到達ログ：今日だけはドヤらせて",2026,2026-04,2026-04-01,2026-04-20,14,1,371,80,84,2026-04-20
n1a488193c9f5,ソーメン専門店で理解する、やさしいIRの入口,2026,2026-04,2026-04-01,2026-04-20,13,0,467,84,171,2026-04-20
n1fa3983abb53,「もう勘に頼らない！」J-Quants APIで比較対象企業を一発抽出するPython自動ツール,2026,2026-04,2026-04-01,2026-04-20,13,0,260,84,171,2026-04-20
n47e9f83d5be4,【検証】ワイがAIをどう扱ってきたか、画像にしたら“人格”が割れた,2026,2026-04,2026-04-01,2026-04-20,13,1,531,84,84,2026-04-20
n7df1c359e56e,データの特徴から“最適な変曲点手法カテゴリ”を自動処理,2026,2026-04,2026-04-01,2026-04-20,13,0,204,84,171,2026-04-20
n8e365e887d5f,【Gem公開】プロフィールと記事からAIは、ポートレートをつくれるのか。,2026,2026-04,2026-04-01,2026-04-20,13,1,520,84,84,2026-04-20
nfe75462bec74,【AIアート】12干支に“変換”するキー（＋11体コピペ集）,2026,2026-04,2026-04-01,2026-04-20,13,1,253,84,84,2026-04-20
nab59db8b2331,小人の世界が、やっとつながりはじめた｜AIアート｜AIイラスト｜生成AI｜,2026,2026-04,2026-04-01,2026-04-20,12,2,548,90,47,2026-04-20
nc050f21065a6,これは事故か、作品か。｜イラスト｜アート｜生成AI｜,2026,2026-04,2026-04-01,2026-04-20,12,1,523,90,84,2026-04-20
nea4a6e7d7e7e,V8来るで。Midjourneyが「審美眼貸して」って言うてきた,2026,2026-04,2026-04-01,2026-04-20,12,0,418,90,171,2026-04-20
n1ab80047f8f8,デザインマネージャーの「資料生成術」をエンジニアがハックしたら、とてつもない資産に見えた話,2026,2026-04,2026-04-01,2026-04-20,11,0,892,93,171,2026-04-20
n236b3352fde3,noteが“推したい記事”を公開情報から逆算してみた,2026,2026-04,2026-04-01,2026-04-20,11,2,536,93,47,2026-04-20
n5e5b2be5a43d,AIに「ベタやな」と一蹴された、ワイの脳内OS再起動マニュアル 6冊,2026,2026-04,2026-04-01,2026-04-20,11,1,375,93,84,2026-04-20
n5f991f7606e9,【詳細版】Platformは、なぜ推しのアルゴリズムを公開したのか。,2026,2026-04,2026-04-01,2026-04-20,11,1,433,93,84,2026-04-20
nb1ad629c3521,note記事のPVとスキをデータ分析して見えたこと|人・仕掛け・フォロワーが届き方を変える|分析|データ| note運用|AI活用|生成AI,2026,2026-04,2026-04-01,2026-04-20,11,3,551,93,39,2026-04-20
nd7e8d8d1f696,コラボしても初日は普通やった。でも翌日が全然ちがう話｜note実験｜,2026,2026-04,2026-04-01,2026-04-20,11,1,466,93,84,2026-04-20
nfb6b2d84dfc9,【保存版】呪文を卒業し、知能を設計せよ。KITAcore流「プロンプトエンジニアリング」カリキュラム,2026,2026-04,2026-04-01,2026-04-20,11,0,417,93,171,2026-04-20
n074930ee4989,クリック3回でグラフ爆誕！CSV/Excelを即座に可視化するPython GUIスクリプト,2026,2026-04,2026-04-01,2026-04-20,10,1,118,100,84,2026-04-20
n116978369dbd,ヘッドホンのイヤーパッドがベタベタ/ボロボロになる理由〜愛されすぎた証拠！？ベタベタ星人の科学〜,2026,2026-04,2026-04-01,2026-04-20,10,1,86,100,84,2026-04-20
n6a60dcb7331c,【AIイラスト】記事サムネの振り返り｜2026年2月の制作ログ｜イラスト｜アート｜サムネ｜,2026,2026-04,2026-04-01,2026-04-20,10,1,403,100,84,2026-04-20
n74b4b334899b,【告白】褒められすぎて怖いから、手の内（AIとの喧嘩術）を全部さらけ出すｗ,2026,2026-04,2026-04-01,2026-04-20,10,1,282,100,84,2026-04-20
n75c75b748013,【AIアート】コンセプトを最後まで追えるのか。,2026,2026-04,2026-04-01,2026-04-20,10,1,342,100,84,2026-04-20
n8af759621330,【探すの面倒くさすぎ】Midjourney V7パラメータ、わかる分だけ全部ここに置いとく“自分用メモ”,2026,2026-04,2026-04-01,2026-04-20,10,0,489,100,171,2026-04-20
n9ec143973781,【AIアート/イラスト】現代社会を支配する“見えない魔王”をさらに8体召喚した話（プロンプト付き）,2026,2026-04,2026-04-01,2026-04-20,10,1,287,100,84,2026-04-20
n9f271d5f24b1,Note運営｜ビュー数とスキで見る“成長の品質”｜毎日ログの4象限,2026,2026-04,2026-04-01,2026-04-20,10,0,548,100,171,2026-04-20
nd200c8676064,note記事の寿命はわずか5日間？ワイが自分のデータで暴いた『死の谷』の正体,2026,2026-04,2026-04-01,2026-04-20,10,0,645,100,171,2026-04-20
necb9da5bb9af,【AIアート】都市×天気×ミニチュア。JSON構造プロンプトでどこまでジオラマ世界を組めるのか試してみた,2026,2026-04,2026-04-01,2026-04-20,10,0,320,100,171,2026-04-20
n0323b9955abb,「プロンプト解説」“水彩迷子”を救ったのは「妖怪」と「4つの縛り」だった。,2026,2026-04,2026-04-01,2026-04-20,9,1,307,110,84,2026-04-20
n09247ed4fa70,AIって結局なにができるん？──「5つの力」で説明してみた話,2026,2026-04,2026-04-01,2026-04-20,9,1,243,110,84,2026-04-20
n13a11e3755f6,【入門】yfinance＋Google Colabで株価取得を5分で！インストール不要の投資ハック,2026,2026-04,2026-04-01,2026-04-20,9,1,200,110,84,2026-04-20
n27e2942c02d7,自己紹介/はじめてのnote,2026,2026-04,2026-04-01,2026-04-20,9,4,197,110,36,2026-04-20
n5c5913089d08,【プロンプト付き】文字にキャラを埋め込む,2026,2026-04,2026-04-01,2026-04-20,9,1,518,110,84,2026-04-20
n72bd2476f5d0,【AIアート/イラスト】動物AIアートがむずいので、生物を「護符」にして突破した。,2026,2026-04,2026-04-01,2026-04-20,9,0,449,110,171,2026-04-20
n7bd39322fb23,PythonでCSV→Excel変換3ステップ,2026,2026-04,2026-04-01,2026-04-20,9,0,94,110,171,2026-04-20
n876dd0c9e114,生成AIを「考える相棒」にする──対話型で思考を深める使い方,2026,2026-04,2026-04-01,2026-04-20,9,2,97,110,47,2026-04-20
nbe6ef7fc6e07,OASOBI第7回・後日談｜同じワードで、世界線がいっぱい生えた件,2026,2026-04,2026-04-01,2026-04-20,9,1,423,110,84,2026-04-20
nc26003dfcebd,爆速投資ハック！Excel地獄から5分で脱出！― yfinance＋Google Colab＋Plotlyで「取る→見える」を一撃！ ―,2026,2026-04,2026-04-01,2026-04-20,9,1,1192,110,84,2026-04-20
ncd12f1fca6d2,自己紹介 Ver.2 ─ 60日後に見えた、自分という構造,2026,2026-04,2026-04-01,2026-04-20,9,1,312,110,84,2026-04-20
ncfabab6d1e2b,寝てもスッキリせん人へ：朝の光と朝食が効く理由,2026,2026-04,2026-04-01,2026-04-20,9,0,370,110,171,2026-04-20
nd6ba237c0eb7,アレニウスに用いるMTTFの概念：信頼性試験におけるMTTFの役割,2026,2026-04,2026-04-01,2026-04-20,9,3,173,110,39,2026-04-20
ndb86a66932ee,全記事PV/スキ/コメント＋投稿日を吸い上げてスプシに保存する方法（Colab運用ログ）,2026,2026-04,2026-04-01,2026-04-20,9,1,432,110,84,2026-04-20
ndd8de2be7b75,Python独学を失敗しない7つのコツ,2026,2026-04,2026-04-01,2026-04-20,9,1,98,110,84,2026-04-20
nee2cf5453f61,初期の実写を掘り返したら、まだ普通に好きやった｜AIアート｜創作｜,2026,2026-04,2026-04-01,2026-04-20,9,0,447,110,171,2026-04-20
n1cb447965e43,【プロンプトエンジニアリング】プロンプト順序が生成結果に与える影響｜観測ログと構造化テンプレ,2026,2026-04,2026-04-01,2026-04-20,8,0,417,126,171,2026-04-20
n44108f527a29,コピペでできるサクッとデータ分析。「Googleスプレッドシート × Pythonで“週データ”を自動集計して“月トレンド”の可視化」─ Colab × Plotlyで一瞬グラフ化する方法。,2026,2026-04,2026-04-01,2026-04-20,8,0,182,126,171,2026-04-20
n702fe66aa98d,【AIアート/イラスト】AIで「ポストカード水彩」再現してみた,2026,2026-04,2026-04-01,2026-04-20,8,0,423,126,171,2026-04-20
n7135be30f7e6,アイリングモデルでMTTFを読む3ポイント〜製品寿命予測〜,2026,2026-04,2026-04-01,2026-04-20,8,2,174,126,47,2026-04-20
n86e1c6ff59e1,【プロンプト公開版】切り抜き×逆光×投影の再現,2026,2026-04,2026-04-01,2026-04-20,8,1,254,126,84,2026-04-20
n995baed7ded7,Gemini、お前Duolingoか！？ AI先生と“ステップ学習”が始まった日,2026,2026-04,2026-04-01,2026-04-20,8,0,218,126,171,2026-04-20
n9d3ab3287016,企業アカのnote、正直“教科書”になるんちゃうん？｜キリン公式の設計図を解剖してみた,2026,2026-04,2026-04-01,2026-04-20,8,0,503,126,171,2026-04-20
naa550d1a45bf,noteのタグを1万件ほど、数理モデルでコネコネしてみた話ｗ,2026,2026-04,2026-04-01,2026-04-20,8,1,420,126,84,2026-04-20
nb3c2d9953a8b,【AIアート】12干支ダークファンタジー,2026,2026-04,2026-04-01,2026-04-20,8,1,274,126,84,2026-04-20
nc7eeae4fd62a,【AIアート/イラスト】アメコミホラーアート,2026,2026-04,2026-04-01,2026-04-20,8,1,386,126,84,2026-04-20
ndbabcde3c6c7,AIアート｜過去のサムネをリライト,2026,2026-04,2026-04-01,2026-04-20,8,0,622,126,171,2026-04-20
ndda6aa6d3fb1,IRを読むと、裏側の配管が見える！？（noteで遊ぶコスト構造）,2026,2026-04,2026-04-01,2026-04-20,8,0,383,126,171,2026-04-20
nfa2d9f69716e,【検証】noteのView数が伸びる仕組みを、数式で「構造化」してみた結果,2026,2026-04,2026-04-01,2026-04-20,8,0,514,126,171,2026-04-20
n000adbea1df9,【検証】noteのView数が伸びる仕組みを、数式なしで整理してみた：Re,2026,2026-04,2026-04-01,2026-04-20,7,0,515,139,171,2026-04-20
n49027cde285d,AIに絵を描かせる方法は、プロンプトじゃなく“対話”でやる。,2026,2026-04,2026-04-01,2026-04-20,7,0,443,139,171,2026-04-20
nd23133bef885,【AIアート】AIは“美術館っぽいアート”に寄せられるのか？,2026,2026-04,2026-04-01,2026-04-20,7,0,417,139,171,2026-04-20
nee997e61457a,【314文字の実験】Noteのアルゴリズムをハックしたい。,2026,2026-04,2026-04-01,2026-04-20,7,0,431,139,171,2026-04-20
n023ff6bdcf19,JSON構造プロンプトを“写真以外”に拡張する：電車／プロダクト／人物／風景／イラストまで横展開できる「共通フレーム」入門,2026,2026-04,2026-04-01,2026-04-20,6,0,266,143,171,2026-04-20
n0fdfc6b51e39,AIエージェントによる「脳内同期型」ストレージ整理術,2026,2026-04,2026-04-01,2026-04-20,6,1,297,143,84,2026-04-20
n3f4909491005,【保存版】AIを最強の部下にする「5つの柵」。変態的プロンプト設計図（インフォグラフィック付）,2026,2026-04,2026-04-01,2026-04-20,6,0,369,143,171,2026-04-20
n683b6ce7ee4a,Python外れ値検出を5手法で可視化,2026,2026-04,2026-04-01,2026-04-20,6,0,69,143,171,2026-04-20
n8dcc1f1d0579,【AIアート/イラスト】ダブルエクスポージャーの世界観はどこまで変えれるのか。,2026,2026-04,2026-04-01,2026-04-20,6,0,387,143,171,2026-04-20
nae521725949f,スタバが多い街は、本当に都会なのか？──“緑の女神”が暴く日本のリアル。,2026,2026-04,2026-04-01,2026-04-20,6,0,266,143,171,2026-04-20
nb22642a2ee59,【簡易版】Platformは、なぜ推しのアルゴリズムを公開したのか。,2026,2026-04,2026-04-01,2026-04-20,6,0,449,143,171,2026-04-20
nd9fa08da2f22,【プロンプト公開】アメコミホラーを制御する「YAML構造化」と「コンパイル」の技法,2026,2026-04,2026-04-01,2026-04-20,6,2,262,143,47,2026-04-20
ndcf74df8e26d,【AIアート/イラスト】7th OASOBI企画 ＃266,2026,2026-04,2026-04-01,2026-04-20,6,2,616,143,47,2026-04-20
neb919b966dce,「Excelでええやん！」って思ってた私が、Python DataFrameに恋した話,2026,2026-04,2026-04-01,2026-04-20,6,2,237,143,47,2026-04-20
n26143a47c054,【AIアート/イラスト】Silent Data Diver,2026,2026-04,2026-04-01,2026-04-20,5,1,114,153,84,2026-04-20
n37fcc28a1103,【保存版】「難しすぎて分からん」って言われたから、理論を捨てて“カンペ”だけ作った,2026,2026-04,2026-04-01,2026-04-20,5,1,331,153,84,2026-04-20
n3a0830e2cc64,あの314文字の記事が、ちゃんと実験になった話,2026,2026-04,2026-04-01,2026-04-20,5,0,566,153,171,2026-04-20
n3bc5560c332b,人間に優しいYAML、機械に強いJSON：プロンプト運用の落とし所,2026,2026-04,2026-04-01,2026-04-20,5,1,345,153,84,2026-04-20
n41587aa59f87,AIとの対話を「設計」に変える地図。《MAPSモデル》で、もう生成AIに「ズレた答え」を出させへん！,2026,2026-04,2026-04-01,2026-04-20,5,1,185,153,84,2026-04-20
n416797a1f095,AIを動かすレトリック術：中学生向けにやさしく、社長を黙らせろ（2026）,2026,2026-04,2026-04-01,2026-04-20,5,0,320,153,171,2026-04-20
n481763dc5907,AIに『あべこべやな』と笑われた、理屈と感情のデバッグマニュアル,2026,2026-04,2026-04-01,2026-04-20,5,0,335,153,171,2026-04-20
n4a8030d105a4,関数電卓から生成AIへ──研究者が体感した“誰でもできる”データ分析時代,2026,2026-04,2026-04-01,2026-04-20,5,2,120,153,47,2026-04-20
n4d46f4c63f16,【AIイラスト/アート】ドラゴンシスターズ『赤』,2026,2026-04,2026-04-01,2026-04-20,5,1,197,153,84,2026-04-20
n556ea08a997c,【Nano Bananaライフ 無料版】“日常AIフォト”を量産するためのプロンプト設計ノート,2026,2026-04,2026-04-01,2026-04-20,5,0,159,153,171,2026-04-20
n590ba35c7a41,なぜ部下はあの人の言葉で動くのか？ ― マネジメントと生成AIに効く『動かす心理学』,2026,2026-04,2026-04-01,2026-04-20,5,2,92,153,47,2026-04-20
n62eff56628d9,【攻略マップ】AI画像生成Tips、散らかったからワイの頭の中を整理した。,2026,2026-04,2026-04-01,2026-04-20,5,1,290,153,84,2026-04-20
n71f8cf9a71aa,【AIアート/イラスト】ヘッダー落ちしたけど気に入ってる１枚　第二弾,2026,2026-04,2026-04-01,2026-04-20,5,1,284,153,84,2026-04-20
n7c537e680f56,【383文字の実験】Noteのアルゴリズムをハックしたい。,2026,2026-04,2026-04-01,2026-04-20,5,0,607,153,171,2026-04-20
n7e35b947e3de,設計図（MAPS）×変換機（NotebookLM）×スコア（KPI）で回した2025年,2026,2026-04,2026-04-01,2026-04-20,5,0,258,153,171,2026-04-20
n8307b08e003d,「モジュールってなんだよ！」 理系研究者がAIに裏切られ、初めてのPythonで叫ぶ,2026,2026-04,2026-04-01,2026-04-20,5,2,99,153,47,2026-04-20
n8551a6a14870,生成AIで「調査チーム」を作ってみた〜GPT・Gemini・Grok・Perplexityの役割分担〜,2026,2026-04,2026-04-01,2026-04-20,5,1,119,153,84,2026-04-20
n8859539783be,北向きの給湯器は“日陰者”のヒーローだった！？～故障の原因は、まさかの「愛」の欠如？～,2026,2026-04,2026-04-01,2026-04-20,5,3,55,153,39,2026-04-20
na9618518142e,世界線はテキスト、微調整はJSON。note資産はNotebookLMでOS化した週（12/8〜12/13振り返り）,2026,2026-04,2026-04-01,2026-04-20,5,0,185,153,171,2026-04-20
ncf485b303b59,使い方で、製品寿命が変わる？！,2026,2026-04,2026-04-01,2026-04-20,5,2,49,153,47,2026-04-20
nef8e1fc0b79b,NotebookLMを「要約ツール」だと思ってない？ 「note資産OS」として使い倒す、3つの設計パターン,2026,2026-04,2026-04-01,2026-04-20,5,0,271,153,171,2026-04-20
nf5a0605f6804,誰かの創作に火をつけられて、自分も動画を作っていた,2026,2026-04,2026-04-01,2026-04-20,5,0,511,153,171,2026-04-20
